ClipName,Frame,RootT.x,RootT.z,FootLeftT.x,FootLeftT.z,FootRightT.x,FootRightT.z,FootLeftV.x,FootLeftV.z,FootRightV.x,FootRightV.z,RootV.x,RootV.z,TrajPos.x,TrajPos.z,TrajForward.x,TrajForward.z
Turn90Right,166,-3.507755,9.193451,2.541453,-9.777319,2.67399,-9.798382,-4.482269E-05,-8.93275E-06,-0.002674882,-0.000669384,-0.002698843,-0.0007116953,-3.507755,9.193451,-0.09016329,0.9902091
Turn90Right,167,-3.509074,9.193193,2.476467,-9.790866,2.607971,-9.814079,-4.395644E-05,-8.583069E-06,-0.002166192,-0.0004515648,-0.002200651,-0.0005232493,-3.509074,9.193193,-0.09728229,0.989779
Turn90Right,168,-3.510366,9.192946,2.414816,-9.807463,2.545088,-9.832417,-4.307429E-05,-8.233388E-06,-0.002055041,-0.0005532264,-0.002096097,-0.0006112417,-3.510366,9.192946,-0.1041221,0.9890348
Turn90Right,169,-3.511632,9.192711,2.382755,-9.815961,2.512122,-9.842066,-4.220009E-05,-7.851919E-06,-0.001068703,-0.0002832731,-0.001098855,-0.0003216426,-3.511632,9.192711,-0.1079871,0.9887031
Turn90Right,170,-3.512877,9.192486,2.359537,-9.82199,2.48833,-9.848883,-4.151662E-05,-7.502238E-06,-0.0007739306,-0.000200971,-0.0007930596,-0.0002272288,-3.512877,9.192486,-0.1109216,0.9884989
Turn90Right,171,-3.514109,9.192273,2.330981,-9.829525,2.459202,-9.857116,-4.103978E-05,-7.088979E-06,-0.0009518623,-0.000251166,-0.0009709517,-0.0002744357,-3.514109,9.192273,-0.1143924,0.9881737
Turn90Right,172,-3.515324,9.192073,2.30181,-9.837741,2.42946,-9.865942,-4.051526E-05,-6.67572E-06,-0.0009723743,-0.0002738635,-0.0009913922,-0.0002942085,-3.515324,9.192073,-0.1179183,0.9877445
Turn90Right,173,-3.516522,9.191885,2.276059,-9.845125,2.403019,-9.873723,-3.994306E-05,-6.262461E-06,-0.0008583546,-0.0002461433,-0.0008813619,-0.0002593676,-3.516522,9.191885,-0.1210113,0.9873167
Turn90Right,174,-3.517702,9.191711,2.256107,-9.850084,2.382137,-9.879077,-3.932317E-05,-5.785624E-06,-0.0006650845,-0.0001653035,-0.000696063,-0.0001784643,-3.517702,9.191711,-0.1232475,0.9869879
Turn90Right,175,-3.518862,9.191551,2.242433,-9.852181,2.367891,-9.88193,-3.866355E-05,-5.340576E-06,-0.0004557848,-6.990433E-05,-0.0004748821,-9.511312E-05,-3.518862,9.191551,-0.1246252,0.9867948
Turn90Right,176,-3.520001,9.191406,2.233736,-9.852564,2.3588,-9.883494,-3.795624E-05,-4.83195E-06,-0.000289917,-1.274745E-05,-0.000303038,-5.21342E-05,-3.520001,9.191406,-0.1254291,0.9866725
Turn90Right,177,-3.521117,9.191276,2.233188,-9.8527,2.357897,-9.884123,-3.720919E-05,-4.355113E-06,-1.824697E-05,-4.545848E-06,-3.008842E-05,-2.094905E-05,-3.521117,9.191276,-0.1255402,0.9865908
Turn90Right,178,-3.522209,9.191161,2.239652,-9.852672,2.364039,-9.88373,-3.641447E-05,-3.814697E-06,0.0002154509,9.536743E-07,0.00020473,1.309713E-05,-3.522209,9.191161,-0.1249813,0.9865752
Turn90Right,179,-3.523277,9.191062,2.254847,-9.851105,2.379019,-9.881909,-3.558E-05,-3.306071E-06,0.0005065203,5.222956E-05,0.00049932,6.068548E-05,-3.523277,9.191062,-0.1236282,0.9866505
Turn90Right,180,-3.524318,9.19098,2.277311,-9.847436,2.40134,-9.877772,-3.46899E-05,-2.733866E-06,0.0007487774,0.0001222928,0.0007440487,0.0001379013,-3.524318,9.19098,-0.1214764,0.9868397
Turn90Right,181,-3.525331,9.190915,2.307641,-9.841046,2.431461,-9.870473,-3.376802E-05,-2.161662E-06,0.001011006,0.0002129873,0.001004028,0.0002433141,-3.525331,9.190915,-0.1184559,0.9871642
Turn90Right,182,-3.526314,9.190867,2.346053,-9.831737,2.470369,-9.860378,-3.279845E-05,-1.589457E-06,0.001280403,0.0003103256,0.001296941,0.0003364881,-3.526314,9.190867,-0.1145305,0.987606
Turn90Right,183,-3.527268,9.190838,2.392401,-9.82017,2.516095,-9.847796,-3.177325E-05,-9.854634E-07,0.001544936,0.0003855387,0.00152421,0.0004193942,-3.527268,9.190838,-0.109742,0.988122
Turn90Right,184,-3.528189,9.190827,2.436137,-9.809522,2.559955,-9.83604,-3.071626E-05,-3.496806E-07,0.001457858,0.0003549576,0.001461991,0.0003918648,-3.528189,9.190827,-0.1052338,0.988582
Turn90Right,185,-3.529078,9.190836,2.470653,-9.801152,2.594156,-9.826779,-2.961159E-05,2.861023E-07,0.001150552,0.0002789815,0.00114003,0.0003087044,-3.529078,9.190836,-0.1016098,0.9889411
Turn90Right,186,-3.529931,9.190864,2.512389,-9.791386,2.635334,-9.816017,-2.845923E-05,9.218851E-07,0.00139118,0.0003255526,0.001372584,0.0003587405,-3.529931,9.190864,-0.0973817,0.9893559
Turn90Right,187,-3.530749,9.190912,2.568695,-9.777816,2.691791,-9.801017,-2.726714E-05,1.621246E-06,0.001876887,0.0004523277,0.001881901,0.0005000114,-3.530749,9.190912,-0.09172262,0.9899052
Turn90Right,188,-3.53153,9.190982,2.607513,-9.768026,2.730424,-9.789764,-2.602736E-05,2.320608E-06,0.001293914,0.0003263156,0.001287778,0.0003750801,-3.53153,9.190982,-0.08771145,0.9903103
Turn90Right,189,-3.532272,9.191072,2.652395,-9.755784,2.775155,-9.776321,-2.47399E-05,2.98818E-06,0.001496069,0.0004080772,0.001491038,0.0004480998,-3.532272,9.191072,-0.08307999,0.9907782
Turn90Right,190,-3.532975,9.191184,2.693048,-9.744723,2.815897,-9.764546,-2.34127E-05,3.751119E-06,0.001355116,0.0003686905,0.001358072,0.0003925006,-3.532975,9.191184,-0.07908081,0.9911675
Turn90Right,191,-3.533636,9.191319,2.718341,-9.738274,2.841247,-9.757339,-2.204577E-05,4.482269E-06,0.0008431037,0.00021499,0.0008449952,0.0002402306,-3.533636,9.191319,-0.07663687,0.9913874
Turn90Right,192,-3.534255,9.191476,2.7396,-9.733121,2.862262,-9.751348,-2.062321E-05,5.245209E-06,0.0007086357,0.0001717568,0.0007004818,0.0001997312,-3.534255,9.191476,-0.07460295,0.9915544
Turn90Right,193,-3.53483,9.191656,2.763747,-9.726589,2.88622,-9.744271,-1.916091E-05,6.008148E-06,0.0008048773,0.0002177238,0.0007985989,0.0002358754,-3.53483,9.191656,-0.07227948,0.9917606
Turn90Right,194,-3.535359,9.19186,2.782175,-9.721232,2.90459,-9.738626,-1.765887E-05,6.802877E-06,0.0006142775,0.0001785596,0.0006123543,0.0001881917,-3.535359,9.19186,-0.07050104,0.9919394
Turn90Right,195,-3.535842,9.192089,2.792571,-9.718176,2.915173,-9.735538,-1.61012E-05,7.629395E-06,0.0003465414,0.0001018842,0.0003527482,0.0001029015,-3.535842,9.192089,-0.06956371,0.9920624
Turn180Left,0,-0.0190156,0.3470038,0.0746126,0.2356005,-0.0620431,0.2683462,-0.0006338535,0.01156679,0.002487086,0.007853352,-0.002068104,0.008944874,-0.0190156,0.3470038,0.02512668,-0.9915193
Turn180Left,1,-0.01903228,0.34687,0.07553334,0.2359689,-0.06121698,0.2688597,-5.559996E-07,-4.460414E-06,3.069143E-05,1.227707E-05,2.75376E-05,1.711746E-05,-0.01903228,0.34687,0.02577404,-0.9915795
Turn180Left,2,-0.01905016,0.3467476,0.07527828,0.2362451,-0.0615129,0.2694284,-5.957981E-07,-4.078945E-06,-8.501857E-06,9.20693E-06,-9.864196E-06,1.895626E-05,-0.01905016,0.3467476,0.02716136,-0.9916146
Turn180Left,3,-0.01890641,0.3466446,0.07484616,0.2365422,-0.06195034,0.2699943,4.791717E-06,-3.435214E-06,-1.440396E-05,9.905795E-06,-1.458116E-05,1.886288E-05,-0.01890641,0.3466446,0.02816638,-0.9916537
Turn180Left,4,-0.01881316,0.3465687,0.07563067,0.2368164,-0.06110133,0.27067,3.108382E-06,-2.529224E-06,2.61503E-05,9.139379E-06,2.830016E-05,2.252261E-05,-0.01881316,0.3465687,0.03005675,-0.991659
Turn180Left,5,-0.01889013,0.3465278,0.07608749,0.2372423,-0.06054525,0.2714266,-2.565794E-06,-1.360973E-06,1.522725E-05,1.419584E-05,1.853618E-05,2.522071E-05,-0.01889013,0.3465278,0.03147135,-0.9916693
Turn180Left,6,-0.01866571,0.3465299,0.07627602,0.2378318,-0.06022819,0.2723183,7.480507E-06,6.854534E-08,6.284316E-06,1.965066E-05,1.056865E-05,2.972285E-05,-0.01866571,0.3465299,0.03284003,-0.991675
Turn180Left,7,-0.01867095,0.3465827,0.07725682,0.2383863,-0.05912466,0.2731904,-1.74654E-07,1.761317E-06,3.26934E-05,1.848141E-05,3.678414E-05,2.907117E-05,-0.01867095,0.3465827,0.03473272,-0.9916403
Turn180Left,8,-0.01859127,0.3466942,0.07807541,0.2388587,-0.05827886,0.2739179,2.656132E-06,3.71635E-06,2.728626E-05,1.574953E-05,2.819349E-05,2.425015E-05,-0.01859127,0.3466942,0.03603436,-0.9915982
Turn180Left,9,-0.018231,0.3468722,0.0796579,0.2392464,-0.05678611,0.2746064,1.200916E-05,5.932649E-06,5.274961E-05,1.29208E-05,4.975846E-05,2.294878E-05,-0.018231,0.3468722,0.03768389,-0.9915274
Turn180Left,10,-0.01824405,0.3471245,0.08160546,0.2396713,-0.05497591,0.2752851,-4.352381E-07,8.411209E-06,6.49189E-05,1.416554E-05,6.033989E-05,2.262195E-05,-0.01824405,0.3471245,0.03931687,-0.9914515
Turn180Left,11,-0.01769911,0.3474591,0.08341063,0.2402508,-0.05324506,0.276119,1.816476E-05,1.115302E-05,6.017213E-05,1.931538E-05,5.769494E-05,2.779861E-05,-0.01769911,0.3474591,0.04054716,-0.9914011
Turn180Left,12,-0.01735312,0.3478838,0.0843749,0.2413287,-0.05230596,0.2773186,1.153306E-05,1.415511E-05,3.21423E-05,3.593167E-05,3.130337E-05,3.998577E-05,-0.01735312,0.3478838,0.04106386,-0.9914028
Turn180Left,13,-0.01712426,0.3484064,0.08466316,0.2431877,-0.05192741,0.2791174,7.628526E-06,1.742144E-05,9.608765E-06,6.19635E-05,1.261818E-05,5.995929E-05,-0.01712426,0.3484064,0.0414492,-0.991445
Turn180Left,14,-0.01700375,0.3490349,0.08675225,0.2453631,-0.04976211,0.2811671,4.017043E-06,2.094905E-05,6.963636E-05,7.251601E-05,7.217663E-05,6.83258E-05,-0.01700375,0.3490349,0.04215085,-0.991484
Turn180Left,15,-0.01668831,0.349777,0.08856127,0.2474897,-0.04778461,0.2830757,1.051463E-05,2.473791E-05,6.030053E-05,7.088582E-05,6.59169E-05,6.362001E-05,-0.01668831,0.349777,0.0426552,-0.9915211
Turn180Left,16,-0.01590326,0.3506408,0.08936111,0.2496577,-0.04691517,0.2849561,2.616836E-05,2.879103E-05,2.666141E-05,7.226765E-05,2.898115E-05,6.267826E-05,-0.01590326,0.3506408,0.04271384,-0.9915738
Turn180Left,17,-0.01527876,0.3515005,0.09203058,0.2517465,-0.04460869,0.2867776,2.081677E-05,2.865791E-05,8.898253E-05,6.962667E-05,7.688291E-05,6.071528E-05,-0.01527876,0.3515005,0.04252204,-0.9916357
Turn180Left,18,-0.01436467,0.3521847,0.09435378,0.253684,-0.04272458,0.2884813,3.046943E-05,2.280672E-05,7.743984E-05,6.458064E-05,6.280367E-05,5.679031E-05,-0.01436467,0.3521847,0.04193643,-0.9917228
Turn180Left,19,-0.0126242,0.3526323,0.09561581,0.255459,-0.04136665,0.2900894,5.801575E-05,1.492004E-05,4.206772E-05,5.916953E-05,4.526414E-05,5.360544E-05,-0.0126242,0.3526323,0.04103052,-0.991839
Turn180Left,20,-0.01104884,0.3527821,0.09790916,0.2566267,-0.03890577,0.2910509,5.251203E-05,4.993876E-06,7.644494E-05,3.892183E-05,8.202928E-05,3.204942E-05,-0.01104884,0.3527821,0.04022538,-0.9919432
Turn180Left,21,-0.009715978,0.3525731,0.1007405,0.2568673,-0.03632584,0.2913502,4.442878E-05,-6.968776E-06,9.437849E-05,8.019805E-06,8.599771E-05,9.977817E-06,-0.009715978,0.3525731,0.03964603,-0.9920518
Turn180Left,22,-0.007155109,0.351944,0.1040707,0.2571364,-0.03236423,0.2917264,8.536231E-05,-2.096891E-05,0.0001110077,8.971492E-06,0.0001320536,1.253982E-05,-0.007155109,0.351944,0.0393278,-0.9922295
Turn180Left,23,-0.00405622,0.3517779,0.1068176,0.2599334,-0.02925404,0.2947572,0.0001032963,-5.538265E-06,9.156043E-05,9.323358E-05,0.0001036732,0.0001010259,-0.00405622,0.3517779,0.03958027,-0.9925059
Turn180Left,24,-0.004929948,0.3528932,0.1079073,0.2624229,-0.02831602,0.2970836,-2.912427E-05,3.71784E-05,3.632307E-05,8.298258E-05,3.126735E-05,7.754465E-05,-0.004929948,0.3528932,0.0405429,-0.9925895
Turn180Left,25,-0.01180145,0.3551322,0.103183,0.2655803,-0.03283027,0.3009222,-0.0002290501,7.463296E-05,-0.0001574747,0.0001052469,-0.000150475,0.0001279563,-0.01180145,0.3551322,0.04251515,-0.992636
Turn180Left,26,-0.0199468,0.3583368,0.09979138,0.2720915,-0.03573827,0.3087717,-0.0002715117,0.0001068215,-0.0001130544,0.0002170394,-9.693355E-05,0.0002616475,-0.0199468,0.3583368,0.04755984,-0.9926018
Turn180Left,27,-0.03186083,0.3623492,0.09125333,0.28049,-0.04339462,0.3188537,-0.0003971341,0.0001337459,-0.0002846018,0.0002799491,-0.0002552114,0.0003360689,-0.03186083,0.3623492,0.05513487,-0.9923166
Turn180Left,28,-0.0427494,0.3670114,0.08087157,0.2878625,-0.05063269,0.3295704,-0.0003629524,0.0001554062,-0.0003460586,0.00024575,-0.0002412692,0.0003572216,-0.0427494,0.3670114,0.06811316,-0.9915168
Turn180Left,29,-0.05111221,0.3721654,0.07328834,0.2933741,-0.04865705,0.3425232,-0.0002787604,0.0001718015,-0.0002527741,0.0001837194,6.585482E-05,0.0004317621,-0.05111221,0.3721654,0.09390042,-0.9894176
Turn180Left,30,-0.05584958,0.3760945,0.07211127,0.2954126,-0.03831832,0.3543574,-0.0001579122,0.0001309693,-3.923575E-05,6.795228E-05,0.0003446244,0.0003944715,-0.05584958,0.3760945,0.1165286,-0.9870375
Turn180Left,31,-0.05588395,0.3771434,0.07501519,0.2900222,-0.02370091,0.3633865,-1.145775E-06,3.49611E-05,9.679745E-05,-0.0001796822,0.000487247,0.0003009687,-0.05588395,0.3771434,0.140128,-0.9841011
Turn180Left,32,-0.05303006,0.3752465,0.08316174,0.2680969,0.002955272,0.3702431,9.512976E-05,-6.322761E-05,0.0002715516,-0.0007308433,0.0008885394,0.000228556,-0.05303006,0.3752465,0.1737894,-0.9789749
Turn180Left,33,-0.04559482,0.3703387,0.09704874,0.2435308,0.03433825,0.3732131,0.0002478414,-0.0001635949,0.0004629001,-0.000818869,0.001046099,9.900033E-05,-0.04559482,0.3703387,0.2056552,-0.9730695
Turn180Left,34,-0.03713493,0.3623544,0.112734,0.2034112,0.07774162,0.3723349,0.0002819962,-0.0002661417,0.000522843,-0.00133732,0.001446779,-2.927581E-05,-0.03713493,0.3623544,0.2508475,-0.9627238
Turn180Left,35,-0.0242168,0.3512284,0.124131,0.1660429,0.1133019,0.3662562,0.0004306045,-0.000370869,0.0003798994,-0.001245609,0.001185342,-0.000202621,-0.0242168,0.3512284,0.2863351,-0.9532286
Turn180Left,36,-0.008109963,0.3377187,0.1371111,0.1267799,0.1539292,0.356536,0.0005368944,-0.000450323,0.0004326689,-0.001308766,0.001354244,-0.0003240089,-0.008109963,0.3377187,0.3245012,-0.9414778
Turn180Left,37,0.006611918,0.3236691,0.1455535,0.08093964,0.2045714,0.3455158,0.0004907293,-0.0004683187,0.0002814124,-0.00152801,0.001688074,-0.0003673394,0.006611918,0.3236691,0.3779398,-0.921935
Turn180Left,38,0.02846842,0.3106422,0.1516003,0.04070792,0.2465392,0.3258398,0.0007285501,-0.0004342298,0.000201563,-0.001341058,0.001398927,-0.0006558666,0.02846842,0.3106422,0.421032,-0.9034349
Turn180Left,39,0.05233952,0.3002006,0.1521487,0.003922819,0.2826866,0.3036666,0.0007957035,-0.0003480544,1.827975E-05,-0.00122617,0.001204911,-0.0007391066,0.05233952,0.3002006,0.4604439,-0.8842928
Turn180Left,40,0.07803999,0.2939068,0.1487247,-0.02767897,0.3216421,0.27995,0.0008566821,-0.0002097934,-0.000114133,-0.001053393,0.001298517,-0.0007905533,0.07803999,0.2939068,0.5039745,-0.8605854
Turn180Left,41,0.09893718,0.2924643,0.1314586,-0.05330072,0.3614851,0.2510732,0.0006965732,-4.808207E-05,-0.0005755385,-0.0008540584,0.001328101,-0.0009625613,0.09893718,0.2924643,0.5566402,-0.8278589
Turn180Left,42,0.1211502,0.2895775,0.1225506,-0.07417127,0.396284,0.2170714,0.0007404342,-9.622773E-05,-0.0002969335,-0.0006956849,0.001159964,-0.001133392,0.1211502,0.2895775,0.5965862,-0.7995772
Turn180Left,43,0.1419511,0.2875108,0.1080431,-0.09581722,0.4196598,0.1748086,0.0006933624,-6.888907E-05,-0.0004835827,-0.0007215316,0.0007791917,-0.001408759,0.1419511,0.2875108,0.6363701,-0.7681342
Turn180Left,44,0.148395,0.2877107,0.08026316,-0.1020736,0.4320192,0.1272466,0.0002147973,6.661813E-06,-0.0009259984,-0.0002085472,0.0004119803,-0.001585401,0.148395,0.2877107,0.6874461,-0.7224736
Turn180Left,45,0.1529954,0.2902962,0.07299282,-0.100021,0.4497797,0.08779699,0.0001533459,8.618533E-05,-0.0002423448,6.841993E-05,0.0005920192,-0.001314987,0.1529954,0.2902962,0.7291771,-0.6801521
Turn180Left,46,0.1564153,0.2820937,0.07009423,-0.09952863,0.4524153,0.04305253,0.0001139979,-0.0002734174,-9.661962E-05,1.641363E-05,8.785327E-05,-0.001491482,0.1564153,0.2820937,0.7664766,-0.6375775
Turn180Left,47,0.1600181,0.2685363,0.06932472,-0.09945592,0.4374041,0.003769482,0.0001200919,-0.0004519145,-2.565036E-05,2.423674E-06,-0.0005003751,-0.001309435,0.1600181,0.2685363,0.8023012,-0.5920062
Turn180Left,48,0.165167,0.2568699,0.08414,-0.1032886,0.4278416,-0.03131717,0.0001716301,-0.0003888786,0.0004938426,-0.0001277546,-0.0003187488,-0.001169555,0.165167,0.2568699,0.8363239,-0.5429084
Turn180Left,49,0.172338,0.2337471,0.08703755,-0.115364,0.3891181,-0.07243475,0.0002390345,-0.0007707601,9.658511E-05,-0.0004025149,-0.001290784,-0.001370586,0.172338,0.2337471,0.8789807,-0.4709796
Turn180Left,50,0.1877842,0.2238208,0.09846696,-0.1244775,0.3644389,-0.09432975,0.0005148724,-0.0003308768,0.0003809802,-0.000303784,-0.0008226415,-0.0007298336,0.1877842,0.2238208,0.9096397,-0.4100335
Turn180Left,51,0.2029444,0.2166605,0.1162795,-0.1423171,0.337027,-0.1246892,0.0005053406,-0.0002386769,0.0005937517,-0.0005946527,-0.0009137283,-0.001011983,0.2029444,0.2166605,0.9383693,-0.3401351
Turn180Left,52,0.2214633,0.2113747,0.1454281,-0.1723281,0.3087569,-0.1670156,0.0006172965,-0.0001761923,0.000971619,-0.001000368,-0.0009423365,-0.001410878,0.2214633,0.2113747,0.9690036,-0.240557
Turn180Left,53,0.2403692,0.2175213,0.1692702,-0.2024148,0.2847956,-0.2038049,0.0006301979,0.000204885,0.000794738,-0.001002887,-0.0007987092,-0.00122631,0.2403692,0.2175213,0.9875673,-0.1493189
Turn180Left,54,0.2582945,0.2312616,0.1981685,-0.2339815,0.2648022,-0.2352536,0.0005975078,0.000458011,0.0009632776,-0.001052224,-0.0006664465,-0.00104829,0.2582945,0.2312616,0.9973017,-0.06010203
Turn180Left,55,0.2760933,0.2508202,0.2254757,-0.2690578,0.241834,-0.2654348,0.0005932957,0.0006519546,0.0009102389,-0.00116921,-0.0007656068,-0.001006041,0.2760933,0.2508202,0.9987727,0.03817218
Turn180Left,56,0.2941893,0.2753401,0.263105,-0.3341984,0.2193999,-0.3120366,0.000603199,0.0008173277,0.00125431,-0.002171356,-0.0007478044,-0.001553391,0.2941893,0.2753401,0.9838338,0.17749
Turn180Left,57,0.2995857,0.3016579,0.2753568,-0.3822704,0.1877546,-0.3361322,0.0001798799,0.0008772622,0.0004083921,-0.001602398,-0.001054844,-0.0008031865,0.2995857,0.3016579,0.9610052,0.2760842
Turn180Left,58,0.3080948,0.3286862,0.2803786,-0.4335091,0.1421662,-0.3522289,0.0002836366,0.0009009431,0.0001673937,-0.001707957,-0.001519612,-0.000536558,0.3080948,0.3286862,0.9297928,0.3680545
Turn180Left,59,0.3170081,0.3561244,0.2723722,-0.5025634,0.06726757,-0.3591205,0.0002971093,0.0009146055,-0.0002668808,-0.002301809,-0.002496622,-0.0002297213,0.3170081,0.3561244,0.8778525,0.4788702
Turn180Left,60,0.321604,0.3819891,0.2668869,-0.5708671,0.01584565,-0.3677733,0.0001531968,0.0008621573,-0.0001828422,-0.00227679,-0.001714064,-0.0002884259,0.321604,0.3819891,0.8295547,0.5583089
Turn180Left,61,0.3261864,0.407281,0.2505942,-0.6138377,-0.04252405,-0.3478294,0.0001527478,0.000843064,-0.0005430907,-0.001432355,-0.001945657,0.0006647974,0.3261864,0.407281,0.7829037,0.6217058
Turn180Left,62,0.3354248,0.4329478,0.2240334,-0.6611246,-0.116409,-0.3084285,0.0003079474,0.0008555581,-0.000885359,-0.001576231,-0.00246283,0.001313363,0.3354248,0.4329478,0.7247202,0.6879875
Turn180Left,63,0.3366348,0.4569255,0.211181,-0.7023132,-0.1517606,-0.2850709,4.033049E-05,0.0007992575,-0.0004284148,-0.001372953,-0.001178388,0.0007785877,0.3366348,0.4569255,0.6805139,0.731362
Turn180Left,64,0.3439025,0.4771506,0.1809363,-0.744141,-0.1961216,-0.2519167,0.0002422591,0.0006741683,-0.001008156,-0.001394258,-0.001478701,0.00110514,0.3439025,0.4771506,0.6289927,0.7755305
Turn180Left,65,0.3475855,0.491823,0.157011,-0.7929965,-0.2193716,-0.2529927,0.0001227667,0.000489082,-0.0007975096,-0.001628516,-0.0007749975,-3.586809E-05,0.3475855,0.491823,0.5904862,0.805307
Turn180Left,66,0.3520889,0.5023351,0.1354849,-0.8382469,-0.2289493,-0.2606072,0.0001501113,0.0003504038,-0.0007175361,-0.001508347,-0.0003192589,-0.0002538165,0.3520889,0.5023351,0.5545922,0.8304982
Turn180Left,67,0.3592517,0.5114107,0.1081991,-0.9020915,-0.2155457,-0.2936698,0.0002387603,0.0003025194,-0.0009095264,-0.002128154,0.0004467885,-0.001102086,0.3592517,0.5114107,0.5115168,0.8581504
Turn180Left,68,0.3681895,0.5217737,0.09201939,-0.9507788,-0.1856484,-0.3449014,0.0002979259,0.0003454328,-0.000539324,-0.001622909,0.0009965767,-0.001707721,0.3681895,0.5217737,0.4849591,0.8738517
Turn180Left,69,0.3799177,0.536148,0.07491887,-1.00157,-0.1570539,-0.3989714,0.0003909429,0.0004791419,-0.0005700176,-0.001693048,0.0009531498,-0.001802332,0.3799177,0.536148,0.4579727,0.8884876
Turn180Left,70,0.395452,0.5552883,0.03849563,-1.057225,-0.1417474,-0.4610208,0.0005178084,0.0006380121,-0.001214108,-0.001855171,0.0005102163,-0.002068314,0.395452,0.5552883,0.4253352,0.9046858
Turn180Left,71,0.4163395,0.5923845,-0.03248894,-1.133032,-0.1409708,-0.5629072,0.0006962488,0.001236538,-0.002366152,-0.002526899,2.588481E-05,-0.003396213,0.4163395,0.5923845,0.3786497,0.925367
Turn180Left,72,0.4306129,0.6355855,-0.08841401,-1.153061,-0.1462567,-0.6210289,0.0004757802,0.001440034,-0.001864169,-0.0006676157,-0.0001761948,-0.001937389,0.4306129,0.6355855,0.3367097,0.9412733
Turn180Left,73,0.44384,0.6776997,-0.1547393,-1.144782,-0.1650312,-0.6773172,0.0004409035,0.001403809,-0.002210843,0.0002759457,-0.0006258165,-0.001876277,0.44384,0.6776997,0.2911,0.9560384
Turn180Left,74,0.4566589,0.7310757,-0.2193857,-1.136368,-0.1685544,-0.7636313,0.0004272987,0.001779199,-0.00215488,0.0002804836,-0.00011744,-0.002877138,0.4566589,0.7310757,0.2352137,0.9711087
Turn180Left,75,0.4645129,0.7695959,-0.2581965,-1.116474,-0.1735952,-0.8235897,0.0002617995,0.001284007,-0.001293695,0.0006631454,-0.0001680275,-0.001998611,0.4645129,0.7695959,0.1968218,0.9794724
Turn180Left,76,0.4679482,0.8067181,-0.2929081,-1.069159,-0.1836202,-0.8714992,0.0001145105,0.001237406,-0.001157053,0.001577155,-0.000334165,-0.001596983,0.4679482,0.8067181,0.1527734,0.9870192
Turn180Left,77,0.4690679,0.8549126,-0.3411514,-0.9783383,-0.2166563,-0.9185466,3.732145E-05,0.001606484,-0.001608107,0.003027354,-0.001101205,-0.001568246,0.4690679,0.8549126,0.09840778,0.9932174
Turn180Left,78,0.4685427,0.8920925,-0.369123,-0.8950763,-0.2456842,-0.9483435,-1.750489E-05,0.001239328,-0.0009323895,0.002775399,-0.0009675975,-0.0009932299,0.4685427,0.8920925,0.06166693,0.9954807
Turn180Left,79,0.4670436,0.9240727,-0.3991122,-0.7581743,-0.290971,-0.9708275,-4.996955E-05,0.001066009,-0.0009996374,0.004563401,-0.00150956,-0.0007494688,0.4670436,0.9240727,0.01722057,0.9963963
Turn180Left,80,0.4652415,0.9545479,-0.4130735,-0.6626477,-0.3261615,-0.9961017,-6.007155E-05,0.001015838,-0.0004653772,0.003184219,-0.001173016,-0.0008424719,0.4652415,0.9545479,-0.01429725,0.9957758
Turn180Left,81,0.4629587,0.9872132,-0.4133465,-0.5707628,-0.3540627,-1.020202,-7.609228E-05,0.001088844,-9.101629E-06,0.00306283,-0.0009300391,-0.0008033534,0.4629587,0.9872132,-0.04285437,0.9941105
Turn180Left,82,0.4602876,1.022109,-0.4009864,-0.4540448,-0.3845321,-1.036624,-8.903742E-05,0.001163183,0.0004120032,0.003890601,-0.001015647,-0.0005473932,0.4602876,1.022109,-0.07355537,0.9907768
Turn180Left,83,0.458304,1.056904,-0.3883221,-0.4055697,-0.4054926,-1.062774,-6.611844E-05,0.001159831,0.0004221459,0.001615835,-0.0006986837,-0.0008716504,0.458304,1.056904,-0.0909722,0.9881712
Turn180Left,84,0.458084,1.091737,-0.3756577,-0.39674,-0.4234292,-1.10479,-7.336339E-06,0.001161106,0.0004221439,0.0002943258,-0.0005978862,-0.001400546,0.458084,1.091737,-0.1034907,0.9862432
Turn180Left,85,0.4591128,1.128153,-0.3875282,-0.4207698,-0.4671954,-1.157189,3.429552E-05,0.001213872,-0.0003956805,-0.0008009941,-0.001458871,-0.001746619,0.4591128,1.128153,-0.1139392,0.9847429
Turn180Left,86,0.4569019,1.16834,-0.4222811,-0.5265204,-0.5342134,-1.266351,-7.369617E-05,0.001339559,-0.00115843,-0.00352502,-0.002233935,-0.003638736,0.4569019,1.16834,-0.125309,0.9854268
Turn180Left,87,0.4503846,1.213402,-0.4606399,-0.6625436,-0.5781506,-1.387023,-0.000217246,0.001502061,-0.001278629,-0.004534108,-0.001464574,-0.004022399,0.4503846,1.213402,-0.1276105,0.9869923
Turn180Left,88,0.4422315,1.264442,-0.4742879,-0.7875344,-0.5930653,-1.483367,-0.0002717674,0.001701347,-0.0004549315,-0.00416636,-0.0004971544,-0.003211494,0.4422315,1.264442,-0.1299811,0.9875774
Turn180Left,89,0.4331626,1.320258,-0.5233157,-0.9749749,-0.6622525,-1.592447,-0.0003022979,0.001860547,-0.001634262,-0.006248017,-0.002306243,-0.003635975,0.4331626,1.320258,-0.1447094,0.9876494
